season,game_id,team_id,player_id,min_played,goals,assists,penalty_made,penalty_attempted,shots,shots_on_target,yellow_cards,red_cards,touches,tackles,interceptions,blocks,shot_creating_actions,goal_creating_actions,passes_completed,passes_attempted,pass_completion_percent,progressive_passes,carries,progressive_carries,take_ons_attempted,take_ons_successful
2122,749,19458,579,20,0,0,0,0,1,0,0,0,11,2,0,0,2,0,5,8,62.5,0,2,0,0,0
2122,748,9616,105,90,0,0,0,0,1,1,1,0,63,0,1,1,1,0,53,57,93.0,3,44,1,1,0
2122,748,9616,109,71,0,0,0,0,2,0,0,0,29,0,0,1,4,0,16,16,100.0,1,22,1,4,2
2122,748,9616,110,19,0,0,0,0,0,0,0,0,18,1,1,0,1,0,12,15,80.0,1,11,2,3,3
2122,748,9616,111,90,0,0,0,0,0,0,0,0,25,0,0,0,0,0,24,25,96.0,0,16,0,0,0
2122,748,9616,114,90,0,0,0,0,7,2,0,0,76,2,0,0,3,0,43,60,71.7,8,61,5,4,3
2122,748,9616,115,90,0,0,0,0,0,0,1,0,109,3,2,0,4,0,92,100,92.0,10,78,0,1,1
2122,748,9616,116,13,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,6,83.3,1,7,1,0,0
2122,748,9616,119,90,1,0,0,0,1,1,0,0,73,0,0,3,4,0,52,65,80.0,0,39,0,1,0
2122,748,9616,122,71,0,0,0,0,0,0,1,0,74,2,4,0,7,1,59,63,93.7,5,52,2,0,0
2122,748,9616,124,90,0,1,0,0,4,1,0,0,119,0,1,0,4,1,102,112,91.1,18,87,1,6,6
2122,748,9616,582,77,0,0,0,0,2,0,1,0,26,0,0,2,2,0,12,16,75.0,1,14,1,0,0
2122,748,9616,125,19,0,0,0,0,0,0,0,0,16,0,0,0,1,0,14,15,93.3,2,13,2,1,1
2122,748,9616,127,90,0,0,0,0,1,0,0,0,141,1,2,0,3,0,129,136,94.9,14,101,3,0,0
2122,748,9616,584,90,0,0,0,0,2,2,0,0,126,1,0,2,1,0,114,119,95.8,3,97,2,0,0
2122,748,19481,233,13,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,8,75.0,2,7,0,1,1
2122,748,19481,236,90,0,0,0,0,0,0,0,0,64,1,1,4,1,1,49,55,89.1,3,34,1,0,0
2122,748,19481,240,28,0,0,0,0,0,0,0,0,13,1,0,0,0,0,8,10,80.0,0,6,0,0,0
2122,748,19481,243,90,1,0,0,0,1,1,0,0,58,2,1,2,1,0,33,44,75.0,2,41,4,1,0
2122,748,19481,244,77,0,0,0,0,0,0,0,0,10,1,0,0,0,0,5,5,100.0,0,1,0,0,0
2122,748,19481,245,90,0,0,0,0,0,0,1,0,67,2,3,1,0,0,38,48,79.2,2,30,0,0,0
2122,748,19481,246,90,0,0,0,0,0,0,0,0,40,0,0,0,1,1,26,38,68.4,0,23,0,1,1
2122,748,19481,247,62,0,0,0,0,1,0,0,0,19,1,0,1,1,0,10,13,76.9,1,14,0,2,1
2122,748,19481,614,90,0,0,0,0,0,0,0,0,45,0,0,0,0,0,32,41,78.0,3,30,6,1,0
2122,748,19481,249,90,0,0,0,0,0,0,0,0,26,2,1,4,0,0,11,19,57.9,0,7,0,0,0
2122,748,19481,251,90,0,0,0,0,0,0,0,0,45,2,1,1,0,0,29,33,87.9,1,22,0,0,0
2122,748,19481,254,90,0,0,0,0,0,0,0,0,51,5,1,2,0,0,27,34,79.4,0,18,1,1,1
2122,748,19481,256,90,0,0,0,0,0,0,0,0,59,1,4,0,0,0,37,46,80.4,1,41,2,1,1
2122,750,19467,132,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,6,33.3,1,5,1,0,0
2122,750,19467,450,17,0,0,0,0,0,0,0,0,11,0,0,0,0,0,9,10,90.0,1,6,0,0,0
2122,750,19467,133,90,0,1,0,0,0,0,0,0,60,4,0,0,3,1,33,47,70.2,7,34,1,4,1
2122,750,19467,135,90,0,0,0,0,0,0,0,0,35,0,0,0,0,0,21,34,61.8,0,19,0,0,0
2122,750,19467,140,80,1,0,0,0,2,2,0,0,32,2,0,1,1,0,14,21,66.7,0,22,1,1,0
2122,750,19467,141,73,0,0,0,0,2,1,0,0,52,2,1,4,1,1,27,36,75.0,5,24,1,0,0
2122,750,19467,194,90,0,0,0,0,0,0,0,0,76,1,0,0,0,0,50,68,73.5,2,51,0,0,0
2122,750,19467,143,90,1,0,0,0,2,1,1,0,44,0,1,0,1,0,25,32,78.1,2,27,2,0,0
2122,750,19467,144,34,0,0,0,0,0,0,0,0,22,2,1,1,0,0,13,15,86.7,0,9,0,0,0
2122,750,19467,586,90,0,0,0,0,0,0,0,0,77,2,0,0,0,0,56,62,90.3,1,51,0,0,0
2122,750,19467,148,90,0,0,0,0,0,0,0,0,48,2,0,0,0,0,30,43,69.8,5,25,1,0,0
2122,750,19467,151,90,0,0,0,0,0,0,0,0,81,4,1,1,2,0,53,73,72.6,3,41,1,1,1
2122,750,19467,153,90,0,0,0,0,1,1,1,0,46,0,0,3,2,1,25,37,67.6,4,32,3,5,3
2122,750,19467,590,56,0,0,0,0,0,0,1,0,44,1,0,1,0,0,25,32,78.1,1,19,0,0,0
2122,750,5794,154,90,0,0,0,0,1,1,1,0,61,5,1,1,2,0,44,52,84.6,7,25,1,0,0
2122,750,5794,155,90,0,0,0,0,1,0,0,0,74,1,1,0,3,0,40,59,67.8,9,34,2,8,3
2122,750,5794,157,45,0,0,0,0,1,1,0,0,22,0,0,2,0,0,11,13,84.6,0,7,0,1,0
2122,750,5794,158,60,0,0,0,0,0,0,0,0,33,1,1,2,3,0,15,21,71.4,1,14,1,3,1
2122,750,5794,425,45,0,0,0,0,0,0,0,0,33,1,0,0,1,0,16,23,69.6,1,19,0,2,0
2122,750,5794,237,30,0,1,0,0,0,0,0,0,10,0,0,0,2,2,8,10,80.0,2,4,0,2,2
2122,750,5794,162,90,1,0,0,0,2,1,0,0,46,2,0,1,1,0,11,25,44.0,1,11,0,0,0
2122,750,5794,167,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,100.0,0,0,0,0,0
2122,750,5794,168,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0,17,30,56.7,0,12,0,0,0
2122,750,5794,172,90,0,1,0,0,0,0,0,0,41,5,1,0,1,1,17,30,56.7,3,8,1,0,0
2122,750,5794,173,90,1,0,0,0,1,1,1,0,40,1,1,0,0,0,21,31,67.7,2,14,1,0,0
2122,750,5794,177,89,1,0,0,0,5,2,0,0,31,3,0,1,1,0,8,18,44.4,0,14,1,1,0
2122,750,5794,179,90,0,0,0,0,0,0,0,0,47,3,1,0,3,2,28,39,71.8,4,12,0,0,0
2122,750,5794,598,90,0,0,0,0,1,0,0,0,53,3,1,0,4,1,24,42,57.1,1,19,2,0,0
2122,759,9617,367,90,0,0,0,0,0,0,0,0,27,1,0,0,0,0,21,24,87.5,1,18,0,0,0
2122,759,9617,525,28,0,0,0,0,1,1,0,0,26,0,0,0,1,0,22,22,100.0,3,19,2,1,0
2122,759,9617,1,24,0,0,0,0,2,0,0,0,9,0,0,0,0,0,7,7,100.0,3,6,0,0,0
2122,759,9617,3,77,0,1,0,0,3,0,0,0,54,1,0,0,8,3,36,44,81.8,2,29,2,4,1
2122,759,9617,5,90,1,1,0,0,3,1,0,0,102,3,3,1,2,0,66,88,75.0,7,69,2,1,1
2122,759,9617,8,66,1,0,0,0,3,1,0,0,33,0,0,1,3,0,15,22,68.2,1,19,1,1,0
2122,759,9617,10,90,1,0,0,0,1,1,0,0,62,2,0,0,0,0,54,57,94.7,8,49,0,0,0
2122,759,9617,11,90,1,1,1,1,3,1,0,0,63,1,1,2,7,2,36,43,83.7,7,39,2,6,2
2122,759,9617,12,62,0,0,0,0,1,1,0,0,70,0,0,1,5,0,59,67,88.1,7,52,3,0,0
2122,759,9617,16,90,1,0,0,0,3,1,0,0,91,0,1,0,7,0,72,84,85.7,15,66,7,1,1
2122,759,9617,18,90,0,0,0,0,2,0,0,0,105,1,0,2,4,1,97,100,97.0,13,79,1,0,0
2122,759,9617,19,13,0,1,0,0,1,1,0,0,13,0,0,0,3,1,10,11,90.9,0,8,1,2,2
2122,759,9617,527,90,0,0,0,0,2,0,0,0,66,3,0,1,3,0,47,55,85.5,4,45,5,1,0
2122,759,9617,23,90,0,0,0,0,0,0,0,0,68,0,0,1,0,0,59,64,92.2,5,46,0,0,0
2122,759,5794,154,36,0,0,0,0,0,0,0,0,5,0,0,1,0,0,2,2,100.0,0,0,0,0,0
2122,759,5794,155,90,0,0,0,0,0,0,0,0,37,4,0,1,2,1,21,30,70.0,2,17,1,2,1
2122,759,5794,158,24,0,0,0,0,0,0,0,0,7,0,0,0,1,0,6,6,100.0,1,3,0,1,1
2122,759,5794,591,90,0,0,0,0,0,0,0,0,36,0,0,0,0,0,15,29,51.7,0,15,0,0,0
2122,759,5794,425,66,0,0,0,0,0,0,0,0,23,0,0,4,2,0,6,9,66.7,1,8,1,3,1
2122,759,5794,237,90,0,0,0,0,3,1,0,0,43,2,0,3,1,0,21,32,65.6,1,20,2,1,1
2122,759,5794,162,90,0,1,0,0,1,0,0,0,25,1,0,0,3,1,9,20,45.0,2,14,0,1,1
2122,759,5794,323,54,1,0,0,0,1,1,0,0,16,3,1,0,0,0,8,10,80.0,1,6,0,0,0
2122,759,5794,593,14,0,0,0,0,1,0,0,0,5,0,0,1,0,0,1,2,50.0,0,3,0,0,0
2122,759,5794,594,90,0,0,0,0,0,0,0,0,33,1,0,1,0,0,15,23,65.2,0,8,0,1,1
2122,759,5794,167,90,0,0,0,0,0,0,0,0,35,3,0,0,3,0,17,27,63.0,1,16,0,0,0
2122,759,5794,172,90,0,0,0,0,0,0,0,0,31,4,0,1,0,0,13,23,56.5,0,14,0,1,1
2122,759,5794,173,90,0,0,0,0,0,0,0,0,27,3,0,2,0,0,15,19,78.9,0,11,0,0,0
2122,759,5794,181,76,0,0,0,0,0,0,1,0,35,0,0,2,0,0,14,22,63.6,1,17,0,2,1
2122,755,19571,536,90,0,0,0,0,3,2,0,0,34,1,0,3,3,0,16,24,66.7,2,27,3,2,2
2122,755,19571,538,90,0,0,0,0,1,0,0,0,60,0,1,0,6,0,40,53,75.5,4,38,3,3,2
2122,755,19571,540,90,0,0,0,0,0,0,1,0,39,0,0,0,1,0,22,36,61.1,0,24,0,0,0
2122,755,19571,545,90,0,0,0,0,4,0,1,0,26,1,1,0,5,0,6,13,46.2,0,15,0,2,2
2122,755,19571,547,33,0,0,0,0,0,0,0,0,22,0,0,0,0,0,13,17,76.5,1,12,1,0,0
2122,755,19571,548,90,0,0,0,0,0,0,0,0,50,1,1,0,0,0,34,46,73.9,5,35,1,0,0
2122,755,19571,549,70,0,0,0,0,0,0,0,0,58,2,3,0,2,0,42,50,84.0,1,37,1,0,0
2122,755,19571,553,57,0,0,0,0,1,1,0,0,28,0,1,2,3,0,18,22,81.8,5,15,1,0,0
2122,755,19571,556,90,0,0,0,0,0,0,0,0,61,0,0,0,0,0,46,52,88.5,1,38,0,0,0
2122,755,19571,557,62,0,0,0,0,0,0,0,0,50,1,3,0,0,0,29,41,70.7,1,26,1,0,0
2122,755,19571,559,17,1,0,0,0,1,1,2,1,15,0,0,0,0,0,8,10,80.0,0,10,1,1,0
2122,755,19571,560,20,0,0,0,0,0,0,0,0,24,0,2,0,0,0,16,18,88.9,0,16,0,0,0
2122,755,19571,562,90,0,0,0,0,1,0,0,0,57,6,2,0,1,0,37,44,84.1,6,28,1,1,1
2122,755,19571,563,90,0,1,0,0,3,1,0,0,38,0,1,1,3,1,18,26,69.2,4,28,2,1,0
2122,755,1128631,210,90,0,0,0,0,0,0,0,0,53,0,2,1,0,0,41,50,82.0,6,36,0,0,0
2122,755,1128631,215,90,0,0,0,0,0,0,0,0,37,0,0,0,0,0,18,35,51.4,0,19,0,0,0
2122,755,1128631,216,90,1,0,0,0,3,2,0,0,41,2,0,1,3,1,21,32,65.6,6,24,6,4,3
2122,755,1128631,603,70,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,8,75.0,0,14,1,2,1
2122,755,1128631,604,90,0,0,0,0,1,0,0,0,46,1,3,1,0,0,32,40,80.0,2,35,1,1,1
2122,755,1128631,218,90,0,0,0,0,0,0,1,0,85,2,3,3,2,0,59,71,83.1,12,50,0,2,2
2122,755,1128631,221,90,0,0,0,0,0,0,0,0,50,1,2,0,1,0,32,44,72.7,2,25,0,0,0
2122,755,1128631,223,6,0,0,0,0,2,1,0,0,14,0,0,0,2,0,12,12,100.0,1,12,1,1,1
2122,755,1128631,226,20,0,0,0,0,0,0,0,0,6,0,0,0,1,0,6,6,100.0,2,6,1,0,0
2122,755,1128631,228,90,1,0,1,1,4,1,0,0,66,1,1,0,7,2,34,51,66.7,3,37,1,2,0
2122,755,1128631,229,90,0,0,0,0,0,0,0,0,68,1,2,1,4,0,39,57,68.4,6,33,0,1,0
2122,755,1128631,230,90,0,0,0,0,1,1,0,0,37,0,0,0,3,0,21,34,61.8,0,25,2,0,0
2122,755,1128631,609,84,0,0,0,0,2,0,0,0,47,2,1,1,0,0,26,39,66.7,2,25,1,1,0
2122,754,19453,55,90,0,0,0,0,2,0,0,0,87,1,1,2,0,0,55,74,74.3,6,54,0,0,0
2122,754,19453,56,90,0,0,0,0,1,0,0,0,54,1,0,3,5,0,45,48,93.8,6,41,2,1,1
2122,754,19453,62,90,1,1,0,0,4,2,0,0,26,1,0,0,5,1,17,17,100.0,2,24,1,0,0
2122,754,19453,565,12,0,0,0,0,1,1,0,0,3,0,0,0,1,1,1,1,100.0,0,3,0,0,0
2122,754,19453,67,90,1,0,0,0,2,1,0,0,65,4,3,0,0,0,41,50,82.0,0,41,1,0,0
2122,754,19453,69,90,0,0,0,0,0,0,0,0,66,0,0,0,0,0,42,55,76.4,2,40,0,0,0
2122,754,19453,570,90,0,0,0,0,1,0,0,0,72,2,0,2,6,1,41,58,70.7,4,48,2,1,1
2122,754,19453,571,78,0,0,0,0,2,1,0,0,52,1,0,3,3,0,36,44,81.8,6,40,3,0,0
2122,754,19453,70,45,0,0,0,0,3,1,1,0,35,0,1,1,1,0,22,28,78.6,5,30,3,1,1
2122,754,19453,71,90,1,1,0,0,1,1,0,0,67,2,0,1,6,1,49,61,80.3,9,53,2,2,1
2122,754,19453,74,90,0,0,0,0,0,0,0,0,28,0,0,0,0,0,24,28,85.7,0,22,0,0,0
2122,754,19453,75,74,0,1,0,0,0,0,0,0,26,0,0,0,5,1,17,23,73.9,2,22,2,1,1
2122,754,19453,77,16,0,0,0,0,1,0,0,0,10,0,1,1,2,1,6,7,85.7,1,9,2,0,0
2122,754,19453,78,45,0,0,0,0,0,0,0,0,35,0,0,0,0,0,30,33,90.9,3,31,0,0,0
2122,754,18747,475,90,0,0,0,0,2,0,0,0,74,0,1,0,1,0,50,62,80.6,6,43,1,0,0
2122,754,18747,476,10,0,0,0,0,0,0,0,0,5,0,0,0,1,0,4,5,80.0,1,4,1,0,0
2122,754,18747,479,10,0,0,0,0,0,0,0,0,11,0,0,0,2,0,8,9,88.9,1,6,0,0,0
2122,754,18747,480,90,0,0,0,0,0,0,0,0,51,2,2,3,0,0,36,42,85.7,1,21,0,0,0
2122,754,18747,482,90,0,0,0,0,1,1,0,0,84,5,2,1,0,0,67,71,94.4,10,49,4,1,1
2122,754,18747,486,90,0,0,0,0,1,0,0,0,30,0,0,0,0,0,17,25,68.0,3,17,1,0,0
2122,754,18747,118,90,0,0,0,0,0,0,0,0,50,0,1,1,1,0,46,47,97.9,1,33,0,0,0
2122,754,18747,488,80,0,0,0,0,0,0,0,0,69,0,0,2,0,0,55,63,87.3,7,46,1,0,0
2122,754,18747,489,10,0,0,0,0,0,0,0,0,11,0,0,0,1,0,10,11,90.9,1,7,0,0,0
2122,754,18747,490,90,1,0,0,0,1,1,0,0,31,3,0,1,0,0,12,19,63.2,1,15,1,2,0
2122,754,18747,491,80,0,0,0,0,1,0,0,0,56,0,0,4,2,0,27,48,56.3,7,31,1,0,0
2122,754,18747,495,90,0,0,0,0,1,0,1,0,37,2,0,1,0,0,18,31,58.1,3,13,0,0,0
2122,754,18747,496,80,0,0,0,0,0,0,0,0,77,2,0,2,3,0,48,68,70.6,2,34,3,1,0
2122,754,18747,497,90,0,0,0,0,0,0,0,0,38,0,0,0,0,0,20,35,57.1,0,26,0,0,0
2122,760,19458,574,18,0,0,0,0,0,0,0,0,9,0,0,0,1,0,5,7,71.4,1,2,0,0,0
2122,760,19458,79,90,0,0,0,0,0,0,0,0,32,1,0,1,2,0,16,26,61.5,3,16,1,1,1
2122,760,19458,83,90,0,0,0,0,0,0,0,0,56,1,0,0,3,0,38,49,77.6,1,24,1,3,0
2122,760,19458,575,45,0,0,0,0,0,0,0,0,19,2,0,1,0,0,7,16,43.8,2,5,0,0,0
2122,760,19458,86,90,0,0,0,0,3,1,0,0,74,0,1,3,5,0,32,51,62.7,4,28,2,10,3
2122,760,19458,88,90,0,0,0,0,2,0,0,0,46,0,0,1,1,0,26,38,68.4,3,16,1,0,0
2122,760,19458,89,90,0,0,0,0,1,0,1,0,57,2,0,1,2,0,33,46,71.7,5,17,1,0,0
2122,760,19458,94,72,0,0,0,0,0,0,0,0,32,1,1,2,1,0,23,25,92.0,4,10,0,2,1
2122,760,19458,96,90,0,0,0,0,0,0,0,0,33,0,1,0,0,0,23,28,82.1,1,14,1,0,0
2122,760,19458,576,90,1,0,0,0,4,3,0,0,31,2,0,0,2,1,14,20,70.0,2,16,0,1,0
2122,760,19458,577,90,0,0,0,0,0,0,0,0,74,2,1,2,3,0,33,58,56.9,4,23,4,3,2
2122,760,19458,100,90,0,0,0,0,0,0,0,0,36,0,0,0,0,0,14,32,43.8,0,12,0,0,0
2122,760,19458,579,45,0,0,0,0,2,0,0,0,18,0,0,0,0,0,11,14,78.6,0,4,2,1,1
2122,760,18716,341,71,0,1,0,0,1,1,0,0,22,0,0,0,2,1,12,14,85.7,4,17,5,1,0
2122,760,18716,632,90,0,0,0,0,2,2,0,0,55,4,0,6,2,1,32,37,86.5,4,35,1,0,0
2122,760,18716,343,90,2,0,1,1,3,2,0,0,20,1,0,0,2,0,9,12,75.0,1,13,2,0,0
2122,760,18716,84,19,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,4,25.0,0,3,0,0,0
2122,760,18716,61,90,0,0,0,0,0,0,0,0,50,2,2,1,0,0,22,33,66.7,0,18,1,0,0
2122,760,18716,352,80,0,0,0,0,0,0,0,0,25,3,0,0,0,0,10,18,55.6,0,13,2,0,0
2122,760,18716,353,90,0,0,0,0,0,0,0,0,50,1,0,1,0,0,24,38,63.2,1,18,0,0,0
2122,760,18716,357,10,0,0,0,0,0,0,0,0,8,0,0,1,0,0,5,6,83.3,0,3,2,0,0
2122,760,18716,634,90,0,0,0,0,0,0,0,0,70,3,0,3,0,0,45,63,71.4,3,17,0,1,1
2122,760,18716,360,90,0,0,0,0,0,0,0,0,38,0,0,0,1,0,17,38,44.7,0,17,0,0,0
2122,760,18716,361,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,2,50.0,0,0,0,0,0
2122,760,18716,44,90,0,0,0,0,0,0,0,0,55,3,2,1,1,0,32,46,69.6,1,24,0,1,1
2122,760,18716,363,88,0,0,0,0,1,0,0,0,41,0,2,0,1,1,28,29,96.6,6,26,3,1,1
2122,760,18716,366,90,0,0,0,0,0,0,0,0,48,5,0,3,1,0,25,32,78.1,3,20,0,0,0
2122,752,9616,105,65,0,0,0,0,0,0,0,0,76,3,1,2,2,0,61,67,91.0,4,53,0,0,0
2122,752,9616,106,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,100.0,0,1,0,0,0
2122,752,9616,110,90,0,0,0,0,0,0,0,0,116,3,3,1,0,0,99,108,91.7,7,81,2,1,1
2122,752,9616,111,90,0,0,0,0,0,0,0,0,27,0,0,0,0,0,24,24,100.0,0,18,0,0,0
2122,752,9616,114,90,0,0,0,0,2,2,0,0,68,0,0,0,4,1,42,54,77.8,9,45,5,8,1
2122,752,9616,116,90,1,0,0,0,5,2,0,0,51,1,0,0,3,1,29,37,78.4,3,31,4,1,0
2122,752,9616,580,58,0,1,0,0,1,0,0,0,62,5,0,0,2,0,36,50,72.0,5,49,2,1,1
2122,752,9616,581,32,0,0,0,0,0,0,0,0,24,0,0,0,1,0,22,24,91.7,0,14,1,0,0
2122,752,9616,120,88,0,0,0,0,5,1,0,0,63,4,0,1,4,0,37,50,74.0,8,37,4,2,1
2122,752,9616,122,90,0,0,0,0,0,0,0,0,97,4,2,2,3,0,80,83,96.4,10,68,4,2,0
2122,752,9616,124,90,0,1,0,0,0,0,0,0,87,0,0,2,5,2,76,81,93.8,5,57,2,0,0
2122,752,9616,49,25,1,0,0,0,3,3,0,0,21,0,0,0,2,0,15,17,88.2,1,15,3,1,1
2122,752,9616,583,90,0,0,0,0,3,0,0,0,98,8,0,4,4,0,73,79,92.4,6,59,1,1,1
2122,752,9616,127,90,0,0,0,0,0,0,0,0,107,4,3,1,0,0,93,95,97.9,7,76,0,0,0
2122,752,2714,673,13,0,1,0,0,0,0,0,0,7,1,0,0,1,1,6,6,100.0,0,4,0,0,0
2122,752,2714,676,90,0,0,0,0,0,0,0,0,24,5,0,4,0,0,10,13,76.9,0,12,0,0,0
2122,752,2714,678,19,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,2,100.0,0,1,0,0,0
2122,752,2714,679,9,1,0,0,0,1,1,0,0,6,1,0,0,0,0,3,4,75.0,0,4,0,0,0
2122,752,2714,680,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0,17,29,58.6,0,23,0,0,0
2122,752,2714,682,81,0,0,0,0,2,0,0,0,37,2,1,0,2,0,25,30,83.3,3,24,0,2,1
2122,752,2714,685,77,0,0,0,0,0,0,0,0,35,2,7,0,0,0,17,22,77.3,2,20,1,0,0
2122,752,2714,169,71,0,0,0,0,0,0,0,0,34,2,1,0,2,0,20,24,83.3,1,23,0,1,0
2122,752,2714,689,90,0,0,0,0,1,1,0,0,39,2,0,1,3,1,17,27,63.0,6,30,3,6,4
2122,752,2714,691,90,0,0,0,0,1,0,0,0,27,0,0,1,3,0,12,17,70.6,1,15,0,4,0
2122,752,2714,692,90,0,0,0,0,1,1,0,0,58,0,3,1,0,0,30,47,63.8,4,35,2,2,0
2122,752,2714,436,90,0,0,0,0,1,0,0,0,44,4,0,1,2,0,20,27,74.1,1,20,2,6,2
2122,752,2714,696,90,0,0,0,0,0,0,0,0,30,0,0,1,1,0,16,25,64.0,1,13,0,0,0
2122,752,2714,698,90,0,0,0,0,1,0,0,0,45,5,2,0,1,0,29,36,80.6,3,30,0,0,0
2122,753,19467,131,24,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,8,62.5,0,4,0,0,0
2122,753,19467,450,90,0,0,0,0,1,0,0,0,55,2,1,5,3,0,31,43,72.1,3,24,1,4,1
2122,753,19467,133,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,3,66.7,0,4,2,0,0
2122,753,19467,136,8,0,0,0,0,0,0,0,0,4,0,1,0,0,0,3,3,100.0,0,2,0,0,0
2122,753,19467,141,90,0,0,0,0,2,1,0,0,37,1,0,2,2,0,20,25,80.0,3,18,1,0,0
2122,753,19467,585,66,0,0,0,0,0,0,0,0,29,0,1,3,0,0,12,14,85.7,0,17,2,2,0
2122,753,19467,194,90,0,0,0,0,0,0,0,0,58,1,0,2,1,0,37,49,75.5,2,28,0,0,0
2122,753,19467,142,90,0,0,0,0,1,0,0,0,47,1,2,1,0,0,25,36,69.4,0,31,0,1,1
2122,753,19467,148,90,0,0,0,0,0,0,0,0,48,0,2,0,0,0,31,39,79.5,1,21,1,0,0
2122,753,19467,589,78,0,0,0,0,0,0,1,0,32,0,0,0,1,0,15,21,71.4,2,21,3,4,2
2122,753,19467,151,90,0,0,0,0,0,0,0,0,47,2,0,0,1,0,24,39,61.5,2,18,0,2,0
2122,753,19467,152,90,0,0,0,0,0,0,0,0,38,0,0,0,0,0,22,36,61.1,0,22,0,0,0
2122,753,19467,153,90,1,0,0,0,2,2,0,0,36,1,0,0,2,0,14,25,56.0,2,30,3,4,1
2122,753,19467,590,82,0,0,0,0,0,0,1,0,35,0,2,3,0,0,22,26,84.6,0,15,0,1,1
2122,753,18656,626,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,100.0,0,3,0,0,0
2122,753,18656,313,90,0,0,0,0,1,0,0,0,84,3,2,2,4,0,55,76,72.4,6,49,4,2,2
2122,753,18656,315,90,0,0,0,0,1,0,0,0,44,3,3,4,0,0,18,26,69.2,0,25,5,1,0
2122,753,18656,319,90,0,0,0,0,4,1,1,0,82,0,0,0,3,0,49,71,69.0,7,52,2,2,2
2122,753,18656,321,90,0,0,0,0,0,0,0,0,22,0,0,0,0,0,19,20,95.0,0,10,0,0,0
2122,753,18656,628,78,0,0,0,0,0,0,1,0,70,3,1,0,0,0,48,62,77.4,4,37,4,0,0
2122,753,18656,324,90,0,0,0,0,1,1,0,0,30,0,0,0,2,0,20,26,76.9,2,15,0,0,0
2122,753,18656,326,74,0,0,0,0,0,0,0,0,67,0,0,0,3,0,53,63,84.1,6,44,2,0,0
2122,753,18656,327,61,0,0,0,0,1,1,1,0,27,2,0,0,0,0,14,17,82.4,0,13,0,2,1
2122,753,18656,328,90,0,0,0,0,0,0,0,0,73,1,2,0,0,0,58,67,86.6,5,52,1,0,0
2122,753,18656,329,29,0,0,0,0,0,0,0,0,33,1,0,0,1,0,22,29,75.9,1,20,1,0,0
2122,753,18656,336,90,0,0,0,0,2,1,0,0,70,3,0,2,1,0,48,60,80.0,3,48,0,0,0
2122,753,18656,337,16,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,5,100.0,0,3,0,0,0
2122,753,18656,339,90,0,0,0,0,0,0,1,0,68,1,4,0,0,0,54,57,94.7,1,44,0,1,1
2122,756,19481,184,14,0,0,0,0,0,0,0,0,16,0,0,1,0,0,10,12,83.3,0,10,2,0,0
2122,756,19481,233,28,2,0,0,0,2,2,0,0,18,1,0,1,1,0,6,10,60.0,1,10,1,2,1
2122,756,19481,236,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,8,100.0,0,8,0,1,1
2122,756,19481,240,76,0,1,0,0,2,0,0,0,37,2,0,1,1,1,18,27,66.7,6,26,2,1,1
2122,756,19481,242,90,0,0,0,0,0,0,0,0,67,1,0,1,0,0,52,61,85.2,3,36,1,1,1
2122,756,19481,243,81,1,1,0,0,1,1,0,0,40,1,0,0,5,1,22,34,64.7,2,25,1,1,1
2122,756,19481,244,90,1,0,0,0,4,3,0,0,23,1,0,1,2,2,7,10,70.0,2,13,2,6,1
2122,756,19481,245,90,0,0,0,0,0,0,0,0,70,1,4,1,1,0,50,64,78.1,2,50,0,0,0
2122,756,19481,246,90,0,0,0,0,0,0,0,0,33,0,0,0,1,0,26,32,81.3,0,20,0,0,0
2122,756,19481,614,62,0,0,0,0,0,0,0,0,34,0,0,8,1,0,19,26,73.1,3,21,2,1,1
2122,756,19481,251,90,0,0,0,0,0,0,0,0,40,1,1,0,1,1,27,35,77.1,1,30,0,0,0
2122,756,19481,252,21,0,1,0,0,0,0,0,0,19,1,0,0,1,1,14,16,87.5,1,12,0,0,0
2122,756,19481,254,69,0,0,0,0,1,0,0,0,47,2,0,1,1,0,28,37,75.7,0,26,1,2,0
2122,756,19481,256,90,0,0,0,0,1,0,0,0,73,4,2,0,1,0,48,57,84.2,1,49,0,0,0
2122,756,19481,258,90,0,0,0,0,1,0,0,0,63,5,0,4,2,1,40,50,80.0,6,40,1,0,0
2122,756,18732,660,62,0,0,0,0,1,0,0,0,19,1,0,0,1,0,11,14,78.6,3,11,3,3,1
