ngay_thi_dau,gio_bat_dau,home_team,away_team,home_score,away_score,referee,venue,roud,source_url,Expected Goals (xG)_home,Expected Goals (xG)_away,Ball Possession_home,Ball Possession_away,Total shots_home,Total shots_away,Shots on target_home,Shots on target_away,Big Chances_home,Big Chances_away,Corner Kicks_home,Corner Kicks_away,Passes_home,Passes_away,Yellow Cards_home,Yellow Cards_away,xG on target (xGOT)_home,xG on target (xGOT)_away,Shots off target_home,Shots off target_away,Blocked Shots_home,Blocked Shots_away,Shots inside the Box_home,Shots inside the Box_away,Shots outside the Box_home,Shots outside the Box_away,Hit the Woodwork_home,Hit the Woodwork_away,Touches in opposition box_home,Touches in opposition box_away,Accurate through passes_home,Accurate through passes_away,Offsides_home,Offsides_away,Free Kicks_home,Free Kicks_away,Long passes_home,Long passes_away,Passes in final third_home,Passes in final third_away,Crosses_home,Crosses_away,Expected assists (xA)_home,Expected assists (xA)_away,Throw-ins_home,Throw-ins_away,Fouls_home,Fouls_away,Tackles_home,Tackles_away,Duels won_home,Duels won_away,Clearances_home,Clearances_away,Interceptions_home,Interceptions_away,Errors leading to shot_home,Errors leading to shot_away,Errors leading to goal_home,Errors leading to goal_away,Goalkeeper Saves_home,Goalkeeper Saves_away,xGOT faced_home,xGOT faced_away,Goals prevented_home,Goals prevented_away,Red Cards_home,Red Cards_away,Headed Goals_home,Headed Goals_away
16.02.2025,00:30,Crystal Palace,Everton,1,2,Taylor A.,Selhurst Park,PREMIER LEAGUE - ROUND 25,,1.66,0.76,58%,42%,17,11,6,6,4.0,1.0,6,2,77%,72%,0.0,1.0,,,6,1,5,4,9.0,6.0,8.0,5.0,1.0,0.0,23.0,19.0,,,3,1,12,9,,,63%,55%,28%,25%,,,23,19,9,12,63%,35%,,,34.0,48.0,8.0,11.0,,,,,4,5,,,,,,,,
15.02.2025,22:00,Aston Villa,Ipswich,1,1,Jones R.,Villa Park,PREMIER LEAGUE - ROUND 25,,2.01,0.36,75%,25%,25,4,6,3,3.0,0.0,16,1,91%,73%,0.0,5.0,,,10,0,9,1,15.0,2.0,10.0,2.0,1.0,0.0,47.0,8.0,,,2,3,11,7,,,83%,54%,16%,33%,,,12,13,7,11,67%,48%,,,9.0,37.0,5.0,13.0,,,,,2,5,,,,,0.0,1.0,,
15.02.2025,22:00,Fulham,Nottingham,2,1,Bramall T.,Craven Cottage,PREMIER LEAGUE - ROUND 25,,2.24,0.4,56%,44%,24,8,10,2,2.0,0.0,8,4,88%,85%,,,,,8,3,6,3,20.0,6.0,4.0,2.0,0.0,0.0,37.0,16.0,,,1,1,8,13,,,79%,79%,30%,21%,,,11,10,13,8,100%,60%,,,26.0,29.0,7.0,8.0,,,,,1,8,,,,,,,2.0,0.0
15.02.2025,22:00,Manchester City,Newcastle,4,0,Madley A.,Etihad Stadium,PREMIER LEAGUE - ROUND 25,,1.89,0.39,62%,38%,11,3,7,1,4.0,0.0,7,4,91%,83%,0.0,1.0,,,2,1,2,1,7.0,3.0,4.0,0.0,0.0,0.0,24.0,10.0,,,0,3,13,5,,,85%,72%,54%,21%,,,13,15,5,13,50%,62%,,,19.0,19.0,6.0,7.0,,,,,1,3,,,,,,,,
15.02.2025,22:00,Southampton,Bournemouth,1,3,Gillett J.,St. Mary's Stadium,PREMIER LEAGUE - ROUND 25,,0.55,1.16,45%,55%,11,14,4,7,1.0,3.0,4,6,80%,83%,1.0,3.0,,,3,3,4,4,7.0,10.0,4.0,4.0,0.0,0.0,23.0,31.0,,,0,0,15,13,,,68%,76%,20%,28%,,,16,27,13,15,67%,44%,,,29.0,28.0,11.0,7.0,,,,,4,3,,,,,,,0.0,1.0
15.02.2025,22:00,West Ham,Brentford,0,1,England D.,London Stadium,PREMIER LEAGUE - ROUND 25,,0.78,1.52,59%,41%,13,14,3,5,0.0,2.0,9,2,85%,78%,1.0,1.0,,,3,5,7,4,6.0,10.0,7.0,4.0,1.0,1.0,24.0,33.0,,,2,4,13,10,,,77%,70%,10%,25%,,,17,12,10,13,40%,58%,,,22.0,28.0,2.0,7.0,,,,,4,3,,,,,,,,
15.02.2025,19:30,Leicester,Arsenal,0,2,Barrott S.,King Power Stadium,PREMIER LEAGUE - ROUND 25,,0.22,1.49,39%,61%,6,11,2,5,0.0,3.0,3,7,73%,85%,2.0,1.0,,,2,3,2,3,4.0,6.0,2.0,5.0,0.0,2.0,25.0,32.0,,,1,4,10,9,,,53%,75%,44%,22%,,,22,23,9,10,59%,73%,,,28.0,20.0,6.0,6.0,,,,,3,2,,,,,,,0.0,1.0
15.02.2025,03:00,Brighton,Chelsea,3,0,Kavanagh C.,Amex Stadium,PREMIER LEAGUE - ROUND 25,,1.7,0.57,30%,70%,13,8,5,0,3.0,1.0,2,9,76%,88%,1.0,2.0,,,6,6,2,2,8.0,6.0,5.0,2.0,1.0,0.0,22.0,24.0,,,2,3,15,12,,,60%,80%,67%,11%,,,10,17,12,15,50%,25%,,,32.0,9.0,15.0,7.0,,,,,0,2,,,,,,,,
13.02.2025,02:30,Everton,Liverpool,2,2,Oliver M.,Goodison Park,PREMIER LEAGUE - ROUND 15,,0.98,0.65,37%,63%,10,6,3,4,1.0,2.0,2,3,67%,80%,4.0,4.0,,,5,0,2,2,7.0,4.0,3.0,2.0,0.0,0.0,16.0,18.0,,,3,2,20,9,,,58%,66%,19%,11%,,,19,19,9,20,68%,61%,,,43.0,36.0,7.0,7.0,,,,,2,1,,,,,1.0,1.0,0.0,1.0
04.02.2025,03:00,Chelsea,West Ham,2,1,Attwell S.,Stamford Bridge,PREMIER LEAGUE - ROUND 24,,1.37,1.12,67%,33%,23,14,4,5,2.0,2.0,4,3,84%,74%,3.0,1.0,,,9,6,10,3,15.0,9.0,7.0,5.0,0.0,1.0,35.0,25.0,,,0,1,10,11,,,76%,71%,30%,29%,,,19,11,11,10,78%,50%,,,14.0,34.0,3.0,11.0,,,,,4,2,,,,,,,,
02.02.2025,23:30,Arsenal,Manchester City,5,1,Bankes P.,Emirates Stadium,PREMIER LEAGUE - ROUND 24,,1.04,0.81,46%,54%,12,7,7,4,2.0,1.0,5,2,86%,89%,2.0,0.0,,,2,3,3,0,8.0,5.0,4.0,2.0,0.0,1.0,17.0,15.0,,,3,1,7,6,,,77%,89%,8%,21%,,,14,14,6,7,46%,62%,,,20.0,21.0,6.0,6.0,,,,,3,2,,,,,,,0.0,1.0
02.02.2025,21:00,Brentford,Tottenham,0,2,Gillett J.,Brentford Community Stadium,PREMIER LEAGUE - ROUND 24,,2.06,0.86,54%,46%,20,13,4,2,2.0,2.0,10,3,82%,82%,0.0,1.0,,,10,5,6,6,14.0,8.0,6.0,5.0,1.0,0.0,49.0,21.0,,,0,1,11,4,,,76%,71%,29%,22%,,,17,13,4,11,71%,59%,,,11.0,49.0,6.0,11.0,,,,,0,4,,,,,,,,
02.02.2025,21:00,Manchester Utd,Crystal Palace,0,2,Brooks J.,Old Trafford,PREMIER LEAGUE - ROUND 24,,1.31,2.61,66%,34%,17,11,2,3,1.0,4.0,11,0,81%,64%,3.0,1.0,,,6,7,9,1,12.0,8.0,5.0,3.0,1.0,1.0,59.0,22.0,,,0,1,13,12,,,77%,41%,32%,29%,,,18,18,12,13,67%,45%,,,20.0,45.0,12.0,13.0,,,,,1,2,,,,,,,,
02.02.2025,00:30,Wolves,Aston Villa,2,0,Madley A.,Molineux Stadium,PREMIER LEAGUE - ROUND 24,,1.57,0.51,32%,68%,8,10,5,3,4.0,1.0,5,8,82%,89%,2.0,3.0,,,3,2,0,5,6.0,4.0,2.0,6.0,0.0,0.0,12.0,19.0,,,6,3,13,20,,,67%,78%,7%,4%,,,13,14,20,13,60%,62%,,,32.0,13.0,14.0,1.0,,,,,3,3,,,,,,,,
01.02.2025,22:00,Bournemouth,Liverpool,0,2,England D.,Vitality Stadium,PREMIER LEAGUE - ROUND 24,,1.0,2.66,49%,51%,14,19,3,7,4.0,3.0,3,3,80%,82%,2.0,3.0,,,8,5,3,7,8.0,12.0,6.0,7.0,2.0,0.0,28.0,33.0,,,4,1,9,15,,,73%,73%,24%,23%,,,14,19,15,9,37%,61%,,,23.0,25.0,10.0,10.0,,,,,5,3,,,,,,,,
01.02.2025,22:00,Everton,Leicester,4,0,Bond D.,Goodison Park,PREMIER LEAGUE - ROUND 24,,2.35,0.39,47%,53%,13,9,7,1,7.0,0.0,5,6,81%,81%,,,,,4,2,2,6,11.0,5.0,2.0,4.0,1.0,0.0,33.0,16.0,,,3,1,13,7,,,64%,56%,33%,14%,,,24,13,7,13,62%,67%,,,27.0,16.0,5.0,8.0,,,,,1,3,,,,,,,,
01.02.2025,22:00,Ipswich,Southampton,1,2,Oliver M.,Portman Road,PREMIER LEAGUE - ROUND 24,,1.55,1.01,57%,43%,15,9,6,4,2.0,1.0,1,2,85%,78%,0.0,3.0,,,5,1,4,4,8.0,6.0,7.0,3.0,1.0,0.0,27.0,15.0,,,0,4,14,11,,,76%,60%,21%,36%,,,25,9,11,14,50%,50%,,,16.0,28.0,3.0,8.0,,,,,2,5,,,,,,,,
01.02.2025,22:00,Newcastle,Fulham,1,2,Kavanagh C.,St. James' Park,PREMIER LEAGUE - ROUND 24,,0.91,1.64,47%,53%,11,15,4,4,3.0,2.0,3,7,81%,82%,4.0,4.0,,,6,4,1,7,9.0,10.0,2.0,5.0,2.0,0.0,32.0,30.0,,,4,0,15,10,,,71%,73%,31%,25%,,,20,14,10,15,29%,74%,,,24.0,23.0,3.0,7.0,,,,,2,3,,,,,,,,
01.02.2025,19:30,Nottingham,Brighton,7,0,Hooper S.,City Ground,PREMIER LEAGUE - ROUND 24,,3.23,0.8,37%,63%,14,10,9,5,6.0,1.0,4,6,78%,86%,1.0,3.0,,,4,3,1,2,11.0,6.0,3.0,4.0,1.0,1.0,29.0,30.0,,,1,0,13,8,,,73%,71%,40%,17%,,,13,10,8,13,59%,62%,,,37.0,11.0,6.0,5.0,,,,,5,2,,,,,,,2.0,0.0
27.01.2025,02:00,Fulham,Manchester Utd,0,1,Taylor A.,Craven Cottage,PREMIER LEAGUE - ROUND 23,,0.7,0.25,51%,49%,9,4,3,1,0.0,0.0,3,0,83%,84%,0.0,1.0,,,6,2,0,1,8.0,1.0,1.0,3.0,0.0,0.0,22.0,8.0,,,2,2,9,7,,,74%,70%,33%,14%,,,16,19,7,9,56%,50%,,,9.0,21.0,6.0,8.0,,,,,0,3,,,,,,,,
26.01.2025,23:30,Aston Villa,West Ham,1,1,Bankes P.,Villa Park,PREMIER LEAGUE - ROUND 23,,0.79,1.39,45%,55%,14,14,4,4,0.0,3.0,4,3,82%,85%,2.0,3.0,,,6,6,4,4,9.0,9.0,5.0,5.0,0.0,0.0,26.0,39.0,,,2,4,16,13,,,74%,73%,24%,41%,,,17,16,13,16,56%,61%,,,22.0,24.0,9.0,13.0,,,,,3,3,,,,,,,0.0,1.0
26.01.2025,21:00,Crystal Palace,Brentford,1,2,Harrington T.,Selhurst Park,PREMIER LEAGUE - ROUND 23,,1.09,1.68,47%,53%,16,13,5,6,1.0,2.0,4,7,71%,72%,2.0,2.0,,,7,6,4,1,8.0,7.0,8.0,6.0,1.0,1.0,22.0,33.0,,,1,0,11,8,,,56%,61%,18%,39%,,,14,22,8,11,87%,56%,,,35.0,44.0,1.0,1.0,,,,,4,4,,,,,,,0.0,1.0
26.01.2025,21:00,Tottenham,Leicester,1,2,Jones R.,Tottenham Hotspur Stadium,PREMIER LEAGUE - ROUND 23,,1.1,1.5,60%,40%,15,12,6,3,2.0,1.0,6,4,84%,74%,1.0,5.0,,,5,2,4,7,8.0,6.0,7.0,6.0,2.0,0.0,22.0,15.0,,,5,2,16,6,,,77%,64%,20%,19%,,,26,12,6,16,44%,65%,,,17.0,30.0,8.0,12.0,,,,,1,5,,,,,,,1.0,0.0
26.01.2025,00:30,Manchester City,Chelsea,3,1,Brooks J.,Etihad Stadium,PREMIER LEAGUE - ROUND 23,,2.7,1.61,57%,43%,15,10,6,4,6.0,2.0,2,3,86%,83%,3.0,2.0,,,6,3,3,3,9.0,7.0,6.0,3.0,1.0,0.0,25.0,24.0,,,5,2,8,6,,,69%,64%,40%,0%,,,20,28,6,8,69%,58%,,,15.0,11.0,5.0,4.0,,,,,3,3,,,,,,,,
25.01.2025,22:00,Bournemouth,Nottingham,5,0,Pawson C.,Vitality Stadium,PREMIER LEAGUE - ROUND 23,,1.78,0.89,50%,50%,17,18,11,4,4.0,1.0,3,9,81%,75%,2.0,3.0,,,3,9,3,5,11.0,11.0,5.0,7.0,0.0,1.0,33.0,34.0,,,2,2,12,9,,,83%,64%,12%,26%,,,10,20,9,12,64%,58%,,,38.0,25.0,9.0,5.0,,,,,4,6,,,,,,,1.0,0.0
25.01.2025,22:00,Brighton,Everton,0,1,Robinson T.,Amex Stadium,PREMIER LEAGUE - ROUND 23,,0.75,0.87,69%,31%,16,4,1,2,0.0,1.0,9,1,87%,75%,4.0,4.0,,,11,2,4,0,9.0,2.0,7.0,1.0,0.0,0.0,33.0,7.0,,,2,1,11,8,,,75%,51%,17%,0%,,,22,16,8,11,48%,58%,,,19.0,56.0,5.0,11.0,,,,,1,1,,,,,,,,
25.01.2025,22:00,Liverpool,Ipswich,4,1,Salisbury M.,Anfield,PREMIER LEAGUE - ROUND 23,,1.9,0.43,71%,29%,16,3,6,3,3.0,2.0,3,4,90%,78%,0.0,2.0,,,7,0,3,0,10.0,2.0,6.0,1.0,1.0,0.0,43.0,7.0,,,0,1,11,10,,,86%,57%,21%,33%,,,18,11,10,11,59%,55%,,,7.0,34.0,3.0,13.0,,,,,2,2,,,,,,,1.0,1.0
25.01.2025,22:00,Southampton,Newcastle,1,3,Barrott S.,St. Mary's Stadium,PREMIER LEAGUE - ROUND 23,,0.76,2.87,52%,48%,12,17,5,9,1.0,6.0,3,8,85%,83%,1.0,0.0,,,3,4,4,4,7.0,10.0,5.0,7.0,0.0,1.0,15.0,33.0,,,2,4,5,10,,,77%,76%,25%,9%,,,15,11,10,5,38%,58%,,,23.0,19.0,4.0,10.0,,,,,6,4,,,,,,,1.0,0.0
25.01.2025,22:00,Wolves,Arsenal,0,1,Oliver M.,Molineux Stadium,PREMIER LEAGUE - ROUND 23,,0.58,0.99,51%,49%,9,9,4,3,1.0,1.0,1,5,83%,83%,2.0,1.0,,,4,3,1,3,4.0,6.0,5.0,3.0,0.0,0.0,12.0,20.0,,,0,0,10,20,,,74%,76%,23%,17%,,,14,27,20,10,74%,48%,,,31.0,14.0,7.0,8.0,,,,,2,4,,,,,1.0,1.0,,
21.01.2025,03:00,Chelsea,Wolves,3,1,Hooper S.,Stamford Bridge,PREMIER LEAGUE - ROUND 22,,3.15,0.86,63%,37%,19,9,7,4,4.0,1.0,3,6,89%,78%,4.0,2.0,,,6,2,6,3,15.0,6.0,4.0,3.0,0.0,0.0,54.0,18.0,,,5,2,14,8,,,75%,68%,23%,17%,,,19,17,8,14,89%,55%,,,19.0,33.0,6.0,11.0,,,,,3,4,,,,,,,1.0,0.0
19.01.2025,23:30,Ipswich,Manchester City,0,6,Barrott S.,Portman Road,PREMIER LEAGUE - ROUND 22,,0.65,2.84,32%,68%,8,17,4,9,1.0,5.0,4,7,87%,92%,0.0,1.0,,,1,3,3,5,5.0,14.0,3.0,3.0,0.0,0.0,14.0,40.0,,,1,1,7,4,,,80%,84%,25%,0%,,,8,11,4,7,69%,57%,,,21.0,12.0,8.0,7.0,,,,,3,4,,,,,,,0.0,1.0
19.01.2025,21:00,Everton,Tottenham,3,2,England D.,Goodison Park,PREMIER LEAGUE - ROUND 22,,2.03,1.11,36%,64%,13,11,7,6,5.0,2.0,3,8,82%,86%,2.0,1.0,,,4,2,2,3,9.0,7.0,3.0,4.0,1.0,0.0,27.0,23.0,,,2,1,14,14,,,75%,76%,26%,11%,,,16,25,14,14,75%,74%,,,33.0,20.0,9.0,4.0,,,,,4,4,,,,,,,,
19.01.2025,21:00,Manchester Utd,Brighton,1,3,Bankes P.,Old Trafford,PREMIER LEAGUE - ROUND 22,,1.41,1.98,51%,49%,10,6,1,3,1.0,4.0,4,2,82%,82%,3.0,3.0,,,3,1,6,2,9.0,4.0,1.0,2.0,0.0,0.0,28.0,26.0,,,3,3,12,13,,,72%,63%,30%,11%,,,19,19,13,12,61%,52%,,,12.0,17.0,10.0,6.0,,,,,0,0,,,,,,,,
19.01.2025,21:00,Nottingham,Southampton,3,2,Taylor A.,City Ground,PREMIER LEAGUE - ROUND 22,,1.9,0.88,45%,55%,14,10,5,4,4.0,2.0,2,8,82%,87%,0.0,4.0,,,7,2,2,4,9.0,8.0,5.0,2.0,0.0,0.0,28.0,23.0,,,3,0,18,4,,,78%,81%,32%,42%,,,16,12,4,18,63%,90%,,,20.0,32.0,9.0,6.0,,,,,2,2,,,,,,,1.0,1.0
19.01.2025,00:30,Arsenal,Aston Villa,2,2,Kavanagh C.,Emirates Stadium,PREMIER LEAGUE - ROUND 22,,1.55,1.06,65%,35%,18,8,6,4,2.0,2.0,10,1,88%,73%,2.0,3.0,,,7,3,5,1,11.0,5.0,6.0,3.0,1.0,1.0,35.0,13.0,,,3,2,18,10,,,78%,51%,29%,20%,,,12,10,10,18,58%,44%,,,8.0,41.0,11.0,3.0,,,,,2,4,,,,,,,0.0,1.0
18.01.2025,22:00,Brentford,Liverpool,0,2,Madley A.,Brentford Community Stadium,PREMIER LEAGUE - ROUND 22,,0.72,3.4,39%,61%,11,37,6,8,1.0,4.0,2,15,80%,88%,2.0,3.0,,,4,14,1,15,9.0,28.0,2.0,9.0,0.0,1.0,24.0,61.0,,,6,0,14,6,,,58%,84%,11%,31%,,,11,10,6,14,50%,50%,,,36.0,19.0,9.0,4.0,,,,,6,6,,,,,,,,
18.01.2025,22:00,Leicester,Fulham,0,2,Salisbury M.,King Power Stadium,PREMIER LEAGUE - ROUND 22,,0.47,2.08,38%,62%,8,17,4,2,1.0,4.0,5,2,76%,86%,3.0,1.0,,,3,9,1,6,7.0,14.0,1.0,3.0,0.0,1.0,29.0,33.0,,,2,2,8,8,,,61%,81%,24%,46%,,,18,19,8,8,70%,62%,,,19.0,27.0,9.0,7.0,,,,,0,4,,,,,,,0.0,1.0
18.01.2025,22:00,West Ham,Crystal Palace,0,2,Bramall T.,London Stadium,PREMIER LEAGUE - ROUND 22,,0.3,1.31,53%,47%,7,12,0,7,0.0,2.0,2,4,82%,81%,3.0,0.0,,,4,4,3,1,4.0,6.0,3.0,6.0,0.0,0.0,14.0,17.0,,,1,0,10,13,,,68%,66%,21%,6%,,,10,20,13,10,50%,53%,,,24.0,17.0,12.0,16.0,,,,,5,0,,,,,1.0,0.0,,
18.01.2025,19:30,Newcastle,Bournemouth,1,4,Attwell S.,St. James' Park,PREMIER LEAGUE - ROUND 22,,1.04,2.41,55%,45%,13,19,5,10,1.0,4.0,7,6,79%,76%,1.0,6.0,,,3,6,5,3,7.0,16.0,6.0,3.0,0.0,1.0,33.0,36.0,,,1,0,18,7,,,75%,68%,11%,29%,,,29,15,7,18,47%,71%,,,32.0,35.0,2.0,14.0,,,,,6,4,,,,,,,1.0,0.0
17.01.2025,03:00,Manchester Utd,Southampton,3,1,Brooks J.,Old Trafford,PREMIER LEAGUE - ROUND 21,,3.2,1.52,59%,41%,23,13,9,5,5.0,1.0,4,4,84%,80%,1.0,3.0,,,2,3,12,5,17.0,7.0,6.0,6.0,0.0,0.0,48.0,18.0,,,2,0,10,7,,,78%,64%,23%,25%,,,19,11,7,10,67%,70%,,,22.0,29.0,12.0,7.0,,,,,4,6,,,,,,,,
17.01.2025,02:30,Ipswich,Brighton,0,2,Harrington T.,Portman Road,PREMIER LEAGUE - ROUND 21,,0.29,0.97,47%,53%,5,11,3,5,0.0,0.0,1,9,82%,85%,2.0,2.0,,,2,0,0,6,3.0,10.0,2.0,1.0,0.0,0.0,8.0,25.0,,,1,1,14,13,,,64%,65%,29%,35%,,,13,10,13,14,57%,93%,,,25.0,12.0,9.0,8.0,,,,,3,3,,,,,,,,
16.01.2025,03:00,Arsenal,Tottenham,2,1,Hooper S.,Emirates Stadium,PREMIER LEAGUE - ROUND 21,,1.42,0.83,53%,47%,14,10,4,2,4.0,1.0,10,4,84%,84%,3.0,1.0,,,4,4,6,4,11.0,8.0,3.0,2.0,0.0,1.0,47.0,20.0,,,3,1,9,16,,,76%,73%,25%,24%,,,12,19,16,9,57%,58%,,,13.0,30.0,10.0,5.0,,,,,1,3,,,,,,,,
16.01.2025,02:30,Everton,Aston Villa,0,1,Barrott S.,Goodison Park,PREMIER LEAGUE - ROUND 21,,1.09,1.36,50%,50%,10,11,3,3,2.0,3.0,8,5,81%,83%,2.0,1.0,,,6,4,1,4,7.0,6.0,3.0,5.0,0.0,0.0,14.0,20.0,,,5,1,10,17,,,61%,60%,20%,0%,,,20,16,17,10,53%,73%,,,24.0,35.0,9.0,9.0,,,,,2,3,,,,,,,,
16.01.2025,02:30,Leicester,Crystal Palace,0,2,Madley A.,King Power Stadium,PREMIER LEAGUE - ROUND 21,,1.52,1.81,57%,43%,21,9,4,4,3.0,4.0,4,3,85%,78%,,,,,11,3,6,2,13.0,8.0,8.0,1.0,1.0,0.0,28.0,20.0,,,1,3,6,7,,,74%,62%,27%,25%,,,22,8,7,6,63%,67%,,,15.0,24.0,9.0,10.0,,,,,2,4,,,,,,,,
16.01.2025,02:30,Newcastle,Wolves,3,0,England D.,St. James' Park,PREMIER LEAGUE - ROUND 21,,1.93,1.45,60%,40%,18,13,6,7,3.0,3.0,4,2,87%,77%,0.0,2.0,,,5,4,7,2,11.0,8.0,6.0,5.0,1.0,2.0,32.0,23.0,,,3,1,13,10,,,75%,78%,29%,60%,,,15,19,10,13,79%,28%,,,16.0,12.0,11.0,9.0,,,,,7,3,,,,,,,,
15.01.2025,03:00,Nottingham,Liverpool,1,1,Kavanagh C.,City Ground,PREMIER LEAGUE - ROUND 21,,0.39,1.95,29%,71%,6,23,3,7,1.0,4.0,0,9,68%,85%,2.0,1.0,,,1,10,2,6,2.0,14.0,4.0,9.0,0.0,1.0,17.0,52.0,,,2,1,10,7,,,60%,78%,0%,21%,,,21,17,7,10,65%,40%,,,59.0,28.0,9.0,3.0,,,,,6,2,,,,,,,0.0,1.0
15.01.2025,02:30,Brentford,Manchester City,2,2,Taylor A.,Brentford Community Stadium,PREMIER LEAGUE - ROUND 21,,2.47,2.1,44%,56%,18,21,6,8,3.0,5.0,4,5,81%,87%,,,,,9,11,3,2,16.0,15.0,2.0,6.0,0.0,1.0,41.0,45.0,,,4,0,4,4,,,71%,88%,21%,35%,,,14,15,4,4,60%,42%,,,21.0,30.0,10.0,8.0,,,,,6,4,,,,,,,1.0,0.0
15.01.2025,02:30,Chelsea,Bournemouth,2,2,Jones R.,Stamford Bridge,PREMIER LEAGUE - ROUND 21,,2.45,1.23,57%,43%,26,7,10,3,3.0,1.0,9,3,83%,79%,2.0,3.0,,,7,3,9,1,17.0,6.0,9.0,1.0,1.0,1.0,37.0,21.0,,,2,1,16,15,,,73%,63%,35%,9%,,,22,19,15,16,64%,56%,,,8.0,27.0,4.0,8.0,,,,,1,8,,,,,,,,
15.01.2025,02:30,West Ham,Fulham,3,2,Pawson C.,London Stadium,PREMIER LEAGUE - ROUND 21,,1.12,1.7,44%,56%,4,21,3,5,2.0,3.0,0,3,83%,85%,3.0,3.0,,,1,11,0,5,3.0,12.0,1.0,9.0,0.0,2.0,6.0,28.0,,,5,0,18,9,,,51%,76%,0%,25%,,,8,25,9,18,57%,54%,,,28.0,11.0,7.0,11.0,,,,,3,0,,,,,,,,
07.01.2025,03:00,Wolves,Nottingham,0,3,Bankes P.,Molineux Stadium,PREMIER LEAGUE - ROUND 20,,1.57,2.2,60%,40%,13,11,6,3,2.0,4.0,5,3,85%,80%,1.0,2.0,,,2,6,5,2,10.0,8.0,3.0,3.0,0.0,0.0,34.0,23.0,,,1,4,8,10,,,73%,65%,28%,20%,,,18,15,10,8,54%,72%,,,25.0,37.0,10.0,10.0,,,,,0,6,,,,,,,,
05.01.2025,23:30,Liverpool,Manchester Utd,2,2,Oliver M.,Anfield,PREMIER LEAGUE - ROUND 20,,2.87,0.99,52%,48%,19,13,6,4,4.0,3.0,5,9,84%,75%,2.0,4.0,,,8,1,5,8,15.0,11.0,4.0,2.0,0.0,0.0,33.0,31.0,,,0,4,13,10,,,78%,65%,18%,24%,,,19,16,10,13,33%,40%,,,28.0,26.0,16.0,13.0,,,,,2,4,,,,,,,,
05.01.2025,21:00,Fulham,Ipswich,2,2,Bond D.,Craven Cottage,PREMIER LEAGUE - ROUND 20,,1.34,1.47,73%,27%,15,7,4,3,4.0,1.0,9,2,88%,75%,1.0,5.0,,,4,3,7,1,10.0,5.0,5.0,2.0,0.0,2.0,30.0,14.0,,,0,1,14,10,,,82%,59%,12%,29%,,,29,11,10,14,53%,55%,,,13.0,47.0,2.0,15.0,,,,,1,2,,,,,,,,
05.01.2025,00:30,Brighton,Arsenal,1,1,Taylor A.,Amex Stadium,PREMIER LEAGUE - ROUND 20,,1.56,0.84,45%,55%,11,9,4,3,3.0,5.0,2,5,87%,88%,2.0,3.0,,,4,4,3,2,6.0,6.0,5.0,3.0,0.0,1.0,17.0,24.0,,,0,3,14,17,,,70%,78%,20%,20%,,,9,10,17,14,91%,50%,,,22.0,9.0,8.0,5.0,,,,,2,3,,,,,,,,
04.01.2025,22:00,Aston Villa,Leicester,2,1,Gillett J.,Villa Park,PREMIER LEAGUE - ROUND 20,,1.4,0.36,61%,39%,13,4,5,2,3.0,2.0,6,2,89%,85%,0.0,1.0,,,3,2,5,0,8.0,3.0,5.0,1.0,1.0,0.0,25.0,9.0,,,1,1,11,10,,,77%,61%,18%,10%,,,18,17,10,11,58%,55%,,,15.0,16.0,8.0,10.0,,,,,1,3,,,,,,,,
04.01.2025,22:00,Bournemouth,Everton,1,0,Brooks J.,Vitality Stadium,PREMIER LEAGUE - ROUND 20,,1.69,0.67,59%,41%,19,9,8,0,5.0,1.0,9,3,77%,67%,2.0,2.0,,,7,9,4,0,12.0,5.0,7.0,4.0,0.0,0.0,34.0,16.0,,,1,0,14,15,,,70%,61%,19%,8%,,,23,29,15,14,80%,50%,,,33.0,31.0,10.0,14.0,,,,,0,7,,,,,,,,
04.01.2025,22:00,Crystal Palace,Chelsea,1,1,Robinson T.,Selhurst Park,PREMIER LEAGUE - ROUND 20,,1.01,1.3,38%,62%,13,15,6,1,2.0,1.0,6,6,76%,86%,0.0,2.0,,,2,10,5,4,10.0,12.0,3.0,3.0,0.0,0.0,20.0,36.0,,,2,0,12,9,,,54%,73%,26%,23%,,,15,18,9,12,62%,42%,,,21.0,13.0,7.0,7.0,,,,,0,5,,,,,,,,
04.01.2025,22:00,Manchester City,West Ham,4,1,Salisbury M.,Etihad Stadium,PREMIER LEAGUE - ROUND 20,,2.03,1.19,56%,44%,10,17,7,4,3.0,3.0,7,1,90%,86%,2.0,1.0,,,0,10,3,3,7.0,14.0,3.0,3.0,0.0,0.0,28.0,23.0,,,1,2,13,8,,,82%,75%,8%,58%,,,13,16,8,13,64%,69%,,,18.0,17.0,6.0,6.0,,,,,3,3,,,,,,,1.0,0.0
04.01.2025,22:00,Southampton,Brentford,0,5,Attwell S.,St. Mary's Stadium,PREMIER LEAGUE - ROUND 20,,0.29,4.23,50%,50%,8,20,1,11,0.0,11.0,2,2,85%,86%,2.0,0.0,,,5,7,2,2,3.0,17.0,5.0,3.0,0.0,1.0,18.0,33.0,,,1,2,4,10,,,84%,79%,8%,20%,,,7,10,10,4,53%,53%,,,21.0,15.0,3.0,6.0,,,,,6,1,,,,,,,,
